Candidate Id,Employee Id,First Name,Middle Name,Last Name,DegreePercentage,12th/DiplomaPercentage,SSCPercentage,University Name,Native State,Background(CS\NCS),Industrial Training,TrainingExam1Percentage,Exam1Grade,TrainingExam2Percentage,Exam2Grade,IntoProduction,Channel
C0230,E0230,Vaibhov,,Asthana,65.05,80,73.66,UPTEU,Uttar Pradesh,CS,N,55,C,0,C,0,Walk in Interviews
,,Meghanjali,,Aswath,65.1,77.8,70.5,UPTEU,Uttar Pradesh,,,,,,,,Campus Recruitment
,,Megha,,Athinarayanan,74.27,85,88,GGSIU,Delhi,,,,,,,,Walk in Interviews
C0233,,Reema,,Attassery,85.23,88.6,95,GGSIU,Delhi,CS,N,,,,,,Referral
C0234,,Alba,,Attuluri,69.85,81.4,84.6,GGSIU,Delhi,NCS,N,,,,,,Online
C0235,E0235,Mehak,,Avadukkam,76.2,83.6,87,GGSIU,Delhi,CS,N,94,A,85,A,1,Online
C0236,E0236,Shikhar,,Avayaraj,83.36,84.6,86.4,GGSIU,Delhi,CS,N,98,A,82,A,1,Online
,,Gaurav,,Avisana,69.2,78.4,85.2,GGSIU,Delhi,,,,,,,,Referral
,,Dhruv,,Awasthi,76.5,83.8,85.2,I.P,Delhi,,,,,,,,Online
C0239,E0239,Megha,,Awasthi,79,86.6,87.33,GGSIU,Delhi,CS,Y,98,A,92,A,1,Referral
,,Naureen,Kaur,Azam,80.2,81.8,82.4,GGSIU,Delhi,,,,,,,,Online
C0241,E0241,Tarun,,Azam,73.25,77.2,79.8,GGSIU,Delhi,CS,N,91,A,88,A,1,Referral
C0242,E0242,Aditi,,B,73.5,75.6,82.4,GGSIU,Delhi,CS,Y,73,B+,70,B,1,Online
C0243,,Shilpa,,B,71.9,83.8,85,GGSIU,Delhi,NCS,N,,,,,,Online
C0244,E0244,Rajiv,Ranjan,B,77.6,87.4,84.4,GGSIU,Delhi,CS,N,93,A,91,A,1,Referral
,,Shalabh,,B,68.31,73.2,75.8,GGSIU,Delhi,,,,,,,,Campus Recruitment
,,Arlene,,B,84.4,87.8,92.6,GGSIU,Delhi,,,,,,,,Referral
C0247,E0247,Jasmine,,B Muthubalasubramanian,79.21,85.4,83.6,GGSIU,Delhi,CS,Y,93,A,89,A,1,Campus Recruitment
,,Gagandeep,,B N,74.88,83.4,85,GGSIU,Delhi,,,,,,,,Online
C0249,,Yogeeta,Kumari,B N,68.67,75,81.8,Integral University,Delhi,NCS,N,,,,,,Walk in Interviews
C0250,E0250,Sanket,,B R,69.54,78.4,76.6,GGSIU,Delhi,CS,Y,91,A,85,A,1,Referral
,,Shivani,,Baakaram,67.89,81.84,84.2,DU   ,Delhi,,,,,,,,Campus Recruitment
C0252,E0252,Shrey,,Babbar,72.7,70,72.6,GGSIU,Delhi,CS,N,74,B+,65,B,1,Referral
C0253,E0253,Nitin,,Babu,76.28,86.2,82.2,GGSIU,Delhi,CS,Y,60,C,63,C,0,Campus Recruitment
,,Shubneet,Kaur,Babu,71.3,79.6,86.4,GGSIU,Delhi,,,,,,,,Online
C0255,E0255,Kanika,,Babu,72.58,75,80.6,DU   ,Delhi,CS,N,81,A,85,A,1,Campus Recruitment
,,Abhishek,,Babu,75,78.8,85.83,GGSIU,Delhi,,,,,,,,Referral
,,Tarun,,Babu,72,83.8,85,GGSIU,Delhi,,,,,,,,Referral
,,Ajit Pal,Singh,Baburajan,76.01,82.33,80.6,GGSIU,Delhi,,,,,,,,Walk in Interviews
C0259,,Gursharan,,Babusreekumar,79.5,88.8,89.4,GGSIU,Delhi,CS,Y,,,,,,Online
C0260,E0260,Neha,,Bachani,85.3,86.2,89.8,GGSIU,Delhi,CS,N,94,A,91,A,1,Campus Recruitment
C0261,E0261,Bikram,,Badaya,81.5,74.6,85.8,GGSIU,Delhi,CS,N,96,A,94,A,1,Referral
C0262,E0262,Shipra,,Bagai,79,85,85,GGSIU,Delhi,CS,N,92,A,83,A,1,Campus Recruitment
,,Anshul,,Bagal,70.95,81.4,83.8,GGSIU,Delhi,,,,,,,,Campus Recruitment
C0264,,Yogesh,,Bage,72.13,78.8,90.4,GGSIU,Delhi,CS,Y,,,,,,Campus Recruitment
,,Nitin,,Bagrodia,79,81,75,GGSIU,Delhi,,,,,,,,Referral
C0266,,Ankit,Kumar,Baishkhiyar,69.53,66.67,71.2,GGSIU,Delhi,CS,N,,,,,,Campus Recruitment
,,Harpreet,Kaur,Baj,81.89,89.2,89.4,GGSIU,Delhi,,,,,,,,Walk in Interviews
C0268,,Faraz,,Bajaj,76.93,77.33,83.5,DU   ,Delhi,CS,N,,,,,,Walk in Interviews
C0269,,Siddharatha,B,Bajaj,74.93,91,77.4,GGSIU,Delhi,CS,N,,,,,,Walk in Interviews
C0270,E0270,Rishi,,Bajaj,71.26,83.4,81.4,GGSIU,Delhi,CS,Y,95,A,83,A,1,Campus Recruitment
C0271,E0271,Anand,Bhaskar,Bajaj,75.29,87.6,81.2,GGSIU,Delhi,CS,N,91,A,95,A,1,Walk in Interviews
C0272,E0272,Vikas,,Bajpai,70,81.4,78.8,GGSIU,Delhi,CS,N,94,A,89,A,1,Referral
C0273,E0273,Ankit,,Bajpai,68.6,82,77,GGSIU,Delhi,CS,N,91,A,89,A,1,Online
C0274,E0274,Tanvi,,Bajpai,72.27,86.8,86.8,GGSIU,Delhi,CS,N,96,A,99,A,1,Online
C0275,E0275,Vipul,,Bajwa,74.4,73.2,87.8,GGSIU,Delhi,CS,N,91,A,84,A,1,Online
,,Swati,,Bakali,76,77,87,GGSIU,Delhi,,,,,,,,Referral
,,Sunpreet,,Bakshi,66.29,78.6,76.8,GGSIU,Delhi,,,,,,,,Online
C0278,E0278,Rajat,,Bakthasingh,74.8,71.4,83,GGSIU,Delhi,CS,Y,90,A,76,B+,1,Referral
C0279,E0279,Ashish,,Balachandran,75.45,79,85.4,GGSIU,Delhi,CS,Y,85,A,76,B+,1,Referral
C0280,,Inderpal,Singh,Balachandran,70.35,74.2,80,GGSIU,Delhi,CS,Y,,,,,,Walk in Interviews
C0281,E0281,Ramneek,,Balachandran,69.9,86.8,82,GGSIU,Delhi,CS,N,91,A,86,A,1,Online
C0282,E0282,Priyanka,,Baladhandapani,72.3,73.4,78,GGSIU,Delhi,CS,N,90,A,75,B+,1,Campus Recruitment
,,Rajashree,,Balaji,78.05,78,79.2,GGSIU,Delhi,,,,,,,,Referral
C0284,,Abhilasha,,Balakrishna,84.9,83.4,88.2,GGSIU,Delhi,NCS,N,,,,,,Campus Recruitment
,,Deepti,,Balakrishna,83.13,91.8,94,GGSIU,Delhi,,,,,,,,Campus Recruitment
C0286,E0286,Tejas,,Balakrishna,65,72.8,84.6,GGSIU,Delhi,CS,Y,85,A,80,A,1,Campus Recruitment
C0287,,Shiven,,Balakrishna,63.6,71,80.5,GGSIU,Delhi,CS,N,,,,,,Referral
C0288,E0288,Navneet,,Balakrishnan,75.6,69.8,67.6,GGSIU,Delhi,NCS,N,76,B+,68,B,1,Campus Recruitment
C0289,E0289,Chirag,,Balakrishnan,75.8,80,91.2,GGSIU,Delhi,CS,Y,95,A,84,A,1,Walk in Interviews
,,Ila,,Balakumar,81.2,81.8,85.6,GGSIU,Delhi,,,,,,,,Walk in Interviews
C0291,E0291,Manik,,Balasubramaniam,69.5,75,66.2,GGSIU,Delhi,CS,N,92,A,77,B+,1,Walk in Interviews
C0292,E0292,Rohit,,Balasubramaniam,67.26,76.6,83.8,GGSIU,Delhi,CS,N,94,A,83,A,1,Campus Recruitment
C0293,E0293,Shikha,,Balasubramanian,75.29,80.6,83.2,GGSIU,Delhi,CS,N,77,B+,83,A,1,Walk in Interviews
,,Nitish,,Balasubramanian,73.75,80.6,82.1,GGSIU,Delhi,,,,,,,,Referral
,,Vaibhav,,Balasubramanian,77.29,86.5,85.2,GGSIU,Delhi,,,,,,,,Online
C0296,E0296,Raghav,,Balasubramanian,77.35,71,77,GGSIU,Delhi,CS,N,88,A,71,B,1,Online
C0297,,Neha,,Balasubramanian,68.5,76.5,70,MGU  ,Delhi,CS,Y,,,,,,Online
C0298,,Sakshi,,Balasubramanian,76.17,77.4,84,GGSIU,Delhi,CS,Y,,,,,,Referral
C0299,E0299,Anubhav,,Balda,62.5,85.2,92,WBUOT,Delhi,CS,Y,70,B,73,B+,1,Online
,,Karan,,Balhotra,76.92,83.2,87,GGSIU,Delhi,,,,,,,,Referral
C0301,E0301,Porus,,Bali,73,73.83,80,MGU  ,Delhi,CS,Y,85,A,0,C,0,Online
C0302,E0302,Nitin,,Balian,80,76.8,91,GGSIU,Delhi,CS,Y,90,A,81,A,1,Referral
C0303,E0303,Vipul,,Balisavira,65.9,71.2,88.8,GGSIU,Delhi,CS,Y,56,C,0,C,0,Online
C0304,,Deepesh,,Balu,83.69,90.8,92.4,GGSIU,Delhi,CS,N,,,,,,Online
,,Divanshee,,Balur,73.2,85.6,87.2,GGSIU,Delhi,,,,,,,,Referral
C0306,E0306,Raghav,,Bana,67.5,75,92.4,GGSIU,Delhi,CS,Y,91,A,85,A,1,Campus Recruitment
,,Shrutika,,Banda,77.5,81.8,83.2,GGSIU,Delhi,,,,,,,,Referral
,,Akshay,,Bandala,71.6,80.33,82.4,MGU  ,Delhi,,,,,,,,Campus Recruitment
,,Namrata,,Banerjee,73.43,81,83,GGSIU,Delhi,,,,,,,,Online
C0310,E0310,Jigeesha,,Banerjee,71,81.2,84.66,MGU  ,Delhi,CS,N,60,C,63,C,0,Walk in Interviews
,,Garima,,Banerji,73.3,83.2,83.5,GGSIU,Delhi,,,,,,,,Referral
,,Sneha,,Banga,77,90,94,GGSIU,Delhi,,,,,,,,Campus Recruitment
C0313,,Manan,,Banga Bash,69.5,75,84,GGSIU,Delhi,CS,Y,,,,,,Referral
C0314,E0314,Deepashree,,Bangar,71.27,73.8,81,GGSIU,Delhi,CS,Y,74,B+,82,A,1,Campus Recruitment
C0315,E0315,Simranjeet,Kaur,Banik,78.45,82.2,91,MGU  ,Delhi,CS,Y,60,C,63,C,0,Online
,,Jubin,Umesh,Banikal,56.89,78.67,86.4,GGSIU,Maharashtra,,,,,,,,Campus Recruitment
C0317,E0317,Nikhil,,Banka,78,85,82.8,MGU  ,Delhi,CS,Y,97,A,86,A,1,Referral
,,Vaibhav,,Banka,68.6,74,72.3,GGSIU,Delhi,,,,,,,,Referral
C0319,E0319,Jayesh,Ashok,Bannari,61.84,80,83.86,MGU  ,Maharashtra,CS,N,88,A,82,A,1,Walk in Interviews
C0320,E0320,Vipul,,Bansal,64.7,76.4,84.6,MGU  ,Delhi,CS,Y,80,A,71,B,1,Online
C0321,,Tavleen,,Bansal,77.43,78.89,90,BOMU ,Delhi,CS,Y,,,,,,Campus Recruitment
C0322,E0322,Sriganesh,,Bansal,76.1,81,82.83,GGSIU,Delhi,CS,Y,93,A,88,A,1,Referral
C0323,E0323,Mitesh,Kashiram,Bansal,63.36,87,82.26,MGU  ,Maharashtra,CS,N,94,A,83,A,1,Campus Recruitment
C0324,E0324,Atul,,Bansal,71.72,82.2,88.8,GGSIU,Delhi,CS,Y,89,A,98,A,1,Campus Recruitment
C0325,E0325,Simranjit,Kaur,Bansal,79.98,82.6,84.8,BOMU ,Delhi,CS,Y,83,A,83,A,1,Campus Recruitment
C0326,E0326,Sunil,Gautamchand,Bansal,72.34,84.17,73.73,MGU  ,Maharashtra,CS,N,84,A,83,A,1,Referral
C0327,E0327,Ramandeep,Singh,Bansal,74.8,83.6,87.8,BOMU ,Delhi,CS,Y,94,A,85,A,1,Campus Recruitment
,,Pallavi,Hemraj,Bansal,57.5,76.83,83.73,BOMU ,Maharashtra,,,,,,,,Walk in Interviews
C0329,E0329,Samiksha,Sunder,Bansal,67.26,82.67,86,GGSIU,Maharashtra,CS,N,87,A,91,A,1,Walk in Interviews
C0330,E0330,Nupur,,Bansal,7.78,81.4,85.6,SMUHS,Sikkim,CS,N,86,A,80,A,1,Walk in Interviews
C0331,E0331,Amol,Ramchandra,Bansal,63.22,82.83,85.6,GGSIU,Maharashtra,CS,N,88,A,97,A,1,Campus Recruitment
C0332,E0332,Swapnil,Sunil,Bansi,62.5,73.2,79.8,GGSIU,Maharashtra,CS,N,88,A,90,A,1,Walk in Interviews
C0333,,Kevin,Kirtikumar,Banu,65.2,78.67,84.8,WBUOT,Maharashtra,CS,N,,,,,,Referral
,,Karthik,Suresh,Banuru,59.92,72.33,81.46,WBUOT,Maharashtra,,,,,,,,Online
C0335,,Prakash,Ajaykumar,Barboza,70.38,75,78,MGU  ,Maharashtra,CS,N,,,,,,Online
C0336,E0336,Akshay,,Barjatiya,8.69,81.3,84.2,SMUHMTS,Sikkim,CS,N,84,A,76,B+,1,Online
C0337,E0337,Pooja,,Barma,78.1,87.2,86.8,MGU  ,Sikkim,NCS,N,94,A,82,A,1,Referral
C0338,E0338,Ashwati,,Barve,82.2,90,92,MGU  ,Kerala,CS,N,91,A,94,A,1,Online
C0339,E0339,Mayank,Pawankumar,Basak,59.93,85.33,84.26,SMUHS,Maharashtra,CS,N,93,A,90,A,1,Referral
C0340,E0340,Animesh,,Basavaraj,6.02,67.8,83,WBUOT,Sikkim,CS,N,70,B,74,B,1,Online
C0341,E0341,Girish,Ramkishore,Basavaraja,66.9,80.83,82.66,BOMU ,Maharashtra,CS,N,95,A,85,A,1,Referral
,,Eman,,Basavarajaiah,8.07,81,86.17,WBUOT,Sikkim,,,,,,,,Online
C0343,E0343,Siddharth,Suhas,Basavaraju,56.28,82.33,85.6,SMUHS,Maharashtra,CS,N,81,A,65,B,1,Online
C0344,E0344,Pradeep,,Bashpika,8.94,82,88.66,WBUOT,Sikkim,CS,N,89,A,80,A,1,Referral
,,Vitthal,Madhukar,Baskaran,58.79,81.5,80.4,VTU  ,Maharashtra,,,,,,,,Campus Recruitment
,,Tithlee,,Bassi,8.44,79.1,88.5,SMUHS,Sikkim,,,,,,,,Referral
,,Kenil,Rajnikant,Basu,58.12,75.33,87.33,WBUOT,Maharashtra,,,,,,,,Campus Recruitment
C0348,E0348,Harshal,Jaiprakash,Basu,60.56,67.83,85.06,BOMU ,Maharashtra,CS,N,88,A,81,A,1,Online
C0349,E0349,Arpit,Dilip,Batchu,58.19,75.83,85.46,VTU  ,Maharashtra,CS,N,88,A,95,A,1,Walk in Interviews
C0350,,Abhisek,,Batra,7.59,85.3,90.5,WBUOT,Sikkim,CS,N,,,,,,Referral
C0351,E0351,Himani,,Batreja,9.05,82.5,91.3,WBUOT,Sikkim,CS,N,86,A,66,B,1,Campus Recruitment
C0352,,Anagha,Satish,Battula,63.64,79.33,89.86,WBUOT,Maharashtra,CS,N,,,,,,Referral
,,Abhisek,,Bawa,7.34,65,77.16,WBUOT,Sikkim,,,,,,,,Campus Recruitment
C0354,E0354,Mihir,Mukund,Baweja,56.85,76.33,85.46,WBUOT,Maharashtra,CS,N,81,A,94,A,1,Online
,,Ankit,,Bayya,8.16,79.2,87,SMUHS,Sikkim,,,,,,,,Campus Recruitment
,,Souvik,,Bazharam Arivu,8.36,77.5,90.16,SMUHS,Sikkim,,,,,,,,Referral
C0357,E0357,Atul,Dattatray,Beaulah,55.71,76.67,82.93,BOMU ,Maharashtra,CS,N,92,A,85,A,1,Referral
C0358,E0358,Akhil,,Bedi,7.83,75.2,83.4,SMUHS,Sikkim,CS,N,82,A,71,B,1,Walk in Interviews
C0359,E0359,Punit Kumar,Basantilal,Behal,63.05,80.33,90.26,BOMU ,Maharashtra,CS,N,93,A,92,A,1,Online
C0360,E0360,Sourish,,Belavadi,8.66,72.2,77.66,WBUOT,Sikkim,CS,N,75,B+,78,B+,1,Campus Recruitment
C0361,,Ganesh,Madhukar,Bellary,56.78,76.33,80.13,KERLU,Maharashtra,CS,N,,,,,,Referral
,,Nikunj,,Bengaluru Om Prakash,9.71,85,86.3,MGU  ,Sikkim,,,,,,,,Campus Recruitment
C0363,E0363,Akshat,Pramod,Benipal,56.74,66.67,80.4,KERLU,Maharashtra,CS,N,85,A,89,A,1,Campus Recruitment
,,Jaita,,Benkar,7.96,73.1,82,SMUHS,Sikkim,,,,,,,,Campus Recruitment
C0365,E0365,Akash,Kumar,Benz,6.59,72,81.6,SMUHS,Sikkim,CS,N,60,C,63,C,0,Referral
,,Akshara,,Bezawada,9,81,80.8,WBUOT,Sikkim,,,,,,,,Campus Recruitment
C0367,E0367,Archana,,Bhadoria,7.65,69.89,75.8,WBUOT,Sikkim,CS,N,77,B+,74,B+,1,Walk in Interviews
,,Manisha,,Bhadoria,8.39,78.2,87.7,WBUOT,Sikkim,,,,,,,,Walk in Interviews
C0369,E0369,Vishal,,Bhagat,72.5,73.6,83.6,MGU  ,Chandigarh,CS,Y,81,A,86,A,1,Walk in Interviews
C0370,E0370,Anustup,,Bhagat,7.92,80.16,80.16,MGU  ,Sikkim,CS,N,84,A,69,B,1,Campus Recruitment
C0371,E0371,Chetna,,Bhagurkar,74.7,82,77.8,MGU  ,Chandigarh,CS,Y,95,A,76,B+,1,Walk in Interviews
C0372,,Tanu,Shree,Bhagwan,74.4,80.4,93.8,CCH  ,Chandigarh,CS,Y,,,,,,Referral
C0373,E0373,Keya,,Bhagwat,8.84,78.2,86,PUNJU,Sikkim,CS,N,82,A,77,B+,1,Online
,,Karan,,Bhalla,70.9,82.2,76.67,BOMU ,Chandigarh,,,,,,,,Online
C0375,E0375,Soumyonil,,Bhambhwani,8.7,85.8,85.67,SMUHS,Sikkim,CS,N,86,A,65,B,1,Online
C0376,E0376,Nidhi,,Bhandakkar,69.5,82.6,88.8,PTU  ,Chandigarh,CS,Y,95,A,75,B+,1,Referral
,,Kingshuk,,Bhandari,7.28,63,75,MGU  ,Sikkim,,,,,,,,Online
C0378,E0378,Ankur,,Bhandari,74.5,79.2,73.8,BOMU ,Chandigarh,CS,Y,89,A,81,A,1,Referral
,,Dhiraj,,Bhandari,71.38,83,81,PTU  ,Chandigarh,,,,,,,,Online
,,Angana,,Bhandari,7.57,67,79,PTU  ,Sikkim,,,,,,,,Referral
C0381,,Vikas,Kumar,Bhandari,64.32,63,71,CCH  ,Chandigarh,CS,Y,,,,,,Online
C0382,E0382,Ashish,Raj,Bhandary,64.14,67.4,68.4,PTU  ,Chandigarh,CS,Y,94,A,92,A,1,Online
C0383,E0383,Samridhi,,Bhandwekar,78.3,81.2,85,MGU  ,Chandigarh,CS,Y,96,A,86,A,1,Referral
C0384,E0384,Shantanu,,Bhanot,7.74,71.6,83.8,SMUHS,Sikkim,CS,N,89,A,84,A,1,Campus Recruitment
C0385,E0385,Eldhose,,Bhanwadia,72.82,80.2,84.2,MGU  ,Kerala,CS,N,93,A,92,A,1,Referral
C0386,E0386,Jyotsna,,Bharadwaj,81,83.6,90.6,CCH  ,Chandigarh,CS,Y,88,A,87,A,1,Campus Recruitment
C0387,,Nikhil,,Bharadwaj,71.96,79.6,89,MGU  ,Chandigarh,CS,Y,,,,,,Online
,,Akshay,,Bharathidasan,8.51,79.83,77.83,SMUHS,Sikkim,,,,,,,,Walk in Interviews
C0389,,Abhijit,,Bhardwaj,6.79,78.2,82.3,MGU  ,Sikkim,CS,N,,,,,,Referral
C0390,E0390,Archana,,Bhardwaj,8.92,77.4,82,WBUOT,Sikkim,CS,N,85,A,84,A,1,Campus Recruitment
,,Ashish,,Bhardwaj,68.3,71.8,81.2,SMUHS,Chandigarh,,,,,,,,Referral
,,Tushar,,Bhardwaj,7.66,71.33,81.66,WBUOT,Sikkim,,,,,,,,Campus Recruitment
C0393,,Davis,Finney,Bhardwaj,60.5,72.8,78.4,PUNJU,Chandigarh,CS,Y,,,,,,Online
,,Yuvraj,,Bhardwaj,68.84,77.4,77.8,CCH  ,Chandigarh,,,,,,,,Campus Recruitment
C0395,,Siji,,Bhardwat,88,86,87,CCH  ,Kerala,NCS,N,,,,,,Referral
C0396,,Himanshu,,Bhargava,6.78,60.6,76.6,GU College,Sikkim,CS,N,,,,,,Referral
C0397,,Parteek,,Bhargava,72,76,90.8,CCH  ,Chandigarh,CS,Y,,,,,,Walk in Interviews
C0398,E0398,Anirudha,,Bhargava,7.02,64.5,75.66,WBUOT,Sikkim,CS,N,84,A,81,A,1,Online
C0399,,Shailav,,Bhargava,7.2,63.4,84,CCH  ,Sikkim,CS,N,,,,,,Campus Recruitment
C0400,E0400,Ravinder,,Bhargava,63.86,77.4,76,WBUOT,Chandigarh,CS,Y,93,A,83,A,1,Referral
,,Anitha,Vamana,Bharti,92,77.8,86.67,WBUOT,Kerala,,,,,,,,Campus Recruitment
C0402,E0402,Slagha,,Bharti,62.39,64,84.6,SMUHS,Sikkim,NCS,N,81,A,65,B,1,Campus Recruitment
C0403,E0403,Saurabh,,Bhasin,65.48,71,85,PUNJU,Chandigarh,CS,Y,89,A,97,A,1,Campus Recruitment
C0404,,Ratheesh,Venkitachalam,Bhaskaran,98.1,88.83,93.17,KERLU,Kerala,NCS,N,,,,,,Referral
,,Tarun,,Bhat,80.58,80.2,86,WBUOT,Chandigarh,,,,,,,,Campus Recruitment
C0406,E0406,Ankur,,Bhat,67.8,73.2,71.2,SMUHS,Chandigarh,CS,Y,93,A,76,B+,1,Walk in Interviews
C0407,E0407,Abhiranjan,,Bhat,65.73,83,87.2,PTU  ,Chandigarh,CS,Y,80,A,93,A,1,Walk in Interviews
C0408,E0408,Lalit,Kumar,Bhat,63.7,75.2,76.4,PTU  ,Chandigarh,CS,Y,61,C,0,C,0,Walk in Interviews
C0409,E0409,Ireenpreet,Singh,Bhat,72.3,75.4,83.6,PUNJU,Chandigarh,CS,Y,96,A,92,A,1,Campus Recruitment
C0410,E0410,Hina,,Bhat,76.04,83,95.2,PUNJU,Chandigarh,CS,Y,96,A,86,A,1,Walk in Interviews
C0411,,Vikram,Datt,Bhat,71,75.2,80.6,SMUHS,Chandigarh,CS,Y,,,,,,Referral
C0412,E0412,Deepika,,Bhat,77.74,86.4,91.83,WBUOT,Chandigarh,CS,Y,95,A,88,A,1,Campus Recruitment
,,Pankaj,,Bhat,69.4,80,86.4,WBUOT,Chandigarh,,,,,,,,Online
C0414,,Yogendrasing,Kumarsing,Bhatia,55.91,74.83,82.53,BOMU ,Maharashtra,CS,Y,,,,,,Online
C0415,E0415,Vivek,Shersingh,Bhatia,56.94,74.67,80.66,BOMU ,Maharashtra,CS,Y,94,A,88,A,1,Referral
C0416,E0416,Ketan,Mahendra,Bhatia,57,76,86.4,BOMU ,Maharashtra,CS,Y,65,B,0,C,0,Online
,,Rahul,Deo,Bhatia,56.66,68.8,89.8,BOMU ,Maharashtra,,,,,,,,Referral
C0418,E0418,Vikas,Balasaheb,Bhatia,55.53,78.5,79.6,WBUOT,Maharashtra,CS,Y,75,B+,79,B+,1,Referral
C0419,E0419,Anagha,Pravin,Bhatia,56.44,66.33,80,BOMU ,Maharashtra,CS,Y,90,A,91,A,1,Walk in Interviews
,,Himanshu,,Bhatia,78.47,82.8,84.1,JIITE,Himachal Pradesh,,,,,,,,Online
C0421,E0421,Ashish,Gunakar,Bhatia,55.71,82.5,88.3,JU University,Maharashtra,CS,Y,71,B,81,A,1,Campus Recruitment
C0422,E0422,Prajakta,Prakash,Bhatia,56.89,64.89,84.13,BOMU ,Maharashtra,CS,Y,83,A,83,A,1,Referral
C0423,E0423,Ruchi,Vijay Kumar,Bhatia,59.79,75.33,77.73,BOMU ,Maharashtra,CS,Y,71,B,0,C,0,Campus Recruitment
C0424,,Ritesh,Ravindran,Bhatia,57.4,80.33,84.6,BOMU ,Maharashtra,CS,Y,,,,,,Campus Recruitment
C0425,E0425,Sumita,Kamal,Bhatiya,60.65,76.4,87.24,JU University,Maharashtra,CS,Y,68,B,73,B+,1,Campus Recruitment
,,Pooja,Nandkumar,Bhatnagar,67.2,87.33,85.33,JU University,Maharashtra,,,,,,,,Referral
,,Aditi,,Bhatnagar,6,67.6,68,BOMU ,Himachal Pradesh,,,,,,,,Campus Recruitment
,,Harsimran,,Bhatt,6.7,73.6,80,JU University,Himachal Pradesh,,,,,,,,Walk in Interviews
C0429,E0429,Lalit,Kanniyal,Bhatt,71.08,83.67,85.46,JU University,Maharashtra,CS,Y,94,A,90,A,1,Walk in Interviews
C0430,E0430,Sanyukta,Nanik,Bhatt,66.2,81.33,87.6,JU University,Maharashtra,CS,Y,95,A,73,B+,1,Walk in Interviews
,,Aditi,,Bhattacharya,61.2,80.8,90.2,JU University,Maharashtra,,,,,,,,Campus Recruitment
C0432,E0432,Rashmi,Bhalachandra,Bhattacharya,66.85,83.83,83.06,BOMU ,Maharashtra,CS,Y,85,A,85,A,1,Walk in Interviews
C0433,,Priti,,Bhattacharyya,63.57,79.4,83.33,JU University,Maharashtra,CS,Y,,,,,,Referral
C0434,E0434,Ankur,,Bhatwadekar,71.5,80.2,85.8,JU University,Maharashtra,CS,Y,98,A,97,A,1,Campus Recruitment
C0435,,Neha,,Bhawe,76,76.4,91.6,BOMU ,Himachal Pradesh,CS,N,,,,,,Online
,,Abhishek,,Bhide,8.9,72.2,71.4,JU University,Himachal Pradesh,,,,,,,,Online
C0437,E0437,Ashish,Suryakant,Bhise,55.22,68.33,71.6,JU University,Maharashtra,CS,Y,89,A,75,B+,1,Referral
C0438,E0438,Shubhada,Kishor,Bhogale,63.28,89,89.46,JU University,Maharashtra,CS,Y,93,A,89,A,1,Online
,,Priyanka,Udaipal,Bhoir,65.69,76.83,89.73,JU University,Maharashtra,,,,,,,,Referral
C0440,E0440,Shantanu,Ajay,Bhole,57.8,83.33,90,JU University,Maharashtra,CS,Y,94,A,85,A,1,Campus Recruitment
C0441,E0441,Malika,,Bhorali,86.16,80.4,86.17,JIITE,Himachal Pradesh,CS,N,94,A,88,A,1,Referral
C0442,E0442,Jeewant,Singh,Bhuptani,7.7,77.6,88.33,JU University,Himachal Pradesh,CS,N,82,A,76,B+,1,Online
C0443,,Laxmi,Lata,Bhurake,8.7,84.6,88.6,JU University,Himachal Pradesh,CS,N,,,,,,Online
,,Jackline,,Bhushan,77.39,85.83,77.5,JU University,Kerala,,,,,,,,Referral
C0445,E0445,Anjana,Ajay,Bichu,70.5,77,81.5,KERLU,Kerala,CS,N,88,A,84,A,1,Campus Recruitment
C0446,E0446,Radhika,,Billing,74.5,83.4,92.8,MGU  ,Kerala,CS,N,92,A,94,A,1,Referral
C0447,E0447,Roshan,Salim,Bir,73.89,85.57,84,MGU  ,Kerala,CS,N,75,B+,78,B+,1,Campus Recruitment
C0448,,Jhancy,Kalam,Bishnoi,68.3,90.66,93.33,MGU  ,Kerala,CS,N,,,,,,Online
C0449,E0449,Satheesh,Haryhara,Bishnoi,82.5,86.5,90,MGU  ,Kerala,CS,N,91,A,87,A,1,Walk in Interviews
C0450,E0450,Priyanka,Pradip,Bishnoi,60.48,73.67,74.53,MGU  ,Maharashtra,CS,Y,60,C,63,C,0,Referral
C0451,,Suhita,Sudhir,Bisht,66.2,88.17,84.26,BOMU ,Maharashtra,CS,Y,,,,,,Campus Recruitment
,,Richa,Rambabu,Bisht,58.14,70.8,82.4,JU University,Maharashtra,,,,,,,,Referral
C0453,E0453,Vivek Kumar,Satish,Bisoi,55.48,75.83,86.4,JU University,Maharashtra,CS,Y,80,A,77,B+,1,Campus Recruitment
C0454,E0454,Geeta,Manasa,Biswal,83,83.2,87.8,BPUOT,Uttar Pradesh,CS,N,89,A,84,A,1,Online
C0455,E0455,Mudit,,Biswal,72.2,78.2,80.8,JIITE,Himachal Pradesh,CS,N,84,A,78,B,1,Campus Recruitment
C0456,E0456,Ankit,,Biswal,6.5,75.16,84.5,JIITE,Uttar Pradesh,CS,N,60,C,63,C,0,Referral
,,Mayank,,Biswas,7.4,84,74,JIITE,Uttar Pradesh,,,,,,,,Referral
C0458,,Vidushi,,Biswas,7.7,88.4,93.2,JIITE,Uttar Pradesh,CS,N,,,,,,Walk in Interviews
